"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views","CombinedRevenues","FBRatio","TwitterRatio","CombinedPPG"
"952",21600953,"NOP","TOR",39.06,58.73,3,181,10482,454,0.0249507550886408,0.0383333333333333,223.4
"953",21600954,"HOU","UTA",68.75,62.5,2,223,13142,517,0.0328299409061064,0.0533333333333333,216.5
"955",21600956,"IND","DET",50.79,49.21,1,213,3539,426,0.0341431385423506,0.0316666666666667,209.4
"956",21600957,"SAC","SAS",39.68,79.03,0,218,13095,499,0.0590938936309915,0.07,201.6
"957",21600958,"DEN","WAS",46.03,61.29,1,236,6175,424,0.0223243598161523,0.0266666666666667,216.6
"959",21600960,"CLE","DET",67.74,48.44,2,207,26288,501,0.0695994747209455,0.065,214.7
"960",21600961,"LAC","MEM",59.38,56.25,2,212,8117,463,0.0374261326329613,0.0366666666666667,208.3
"962",21600963,"PHI","POR",36.51,43.55,0,222,12052,407,0.025607353906763,0.0433333333333333,215.4
"963",21600964,"LAL","PHX",29.69,32.81,0,232,9533,589,0.153644123440578,0.136666666666667,212
"964",21600965,"ORL","CHA",36.92,43.75,1,202,9250,413,0.0288903479973736,0.04,211.6
"965",21600966,"CHI","HOU",48.44,67.69,2,209,14459,577,0.145764937623112,0.108333333333333,215.3
"966",21600967,"MIL","IND",47.62,51.56,2,184,7727,384,0.03086014445174,0.0333333333333333,212.1
"967",21600968,"GSW","MIN",81.25,41.27,3,205,41387,563,0.0840446487196323,0.106666666666667,223
"968",21600969,"ATL","TOR",54.69,59.38,2,204,7662,459,0.0249507550886408,0.0433333333333333,215.1
"969",21600970,"BOS","DEN",63.08,45.31,1,218,12743,459,0.0715692711753119,0.0666666666666667,214
"970",21600971,"DAL","BKN",42.86,17.46,0,201,8136,506,0.0479317137229153,0.0366666666666667,208.9
"971",21600972,"SAC","WAS",39.06,61.9,1,252,11538,462,0.0216677609980302,0.0283333333333333,205.5
"972",21600973,"OKC","UTA",55.38,63.08,2,216,20125,443,0.0551543007222587,0.0533333333333333,212
"973",21600974,"LAC","PHI",60,35.94,1,212,13948,441,0.0354563361785949,0.0466666666666667,218.8
"974",21600975,"NYK","DET",40,49.23,1,204,14358,647,0.0525279054497702,0.0466666666666667,208.3
"975",21600976,"NOP","CHA",38.46,44.62,3,247,17520,406,0.0216677609980302,0.0283333333333333,219.9
"976",21600977,"CLE","ORL",66.67,36.36,2,220,23301,491,0.0748522652659225,0.0766666666666667,214.3
"977",21600978,"MIL","MIN",48.44,42.19,1,197,14212,383,0.0210111621799081,0.0283333333333333,216
"978",21600979,"MIA","TOR",47.69,58.46,1,193,10014,503,0.117531188443861,0.101666666666667,215.1
"979",21600980,"GSW","SAS",80,78.12,2,192,29078,618,0.119500984898227,0.148333333333333,216.2
"980",21600981,"ATL","MEM",55.38,55.38,2,197,4349,415,0.0223243598161523,0.0333333333333333,202.7
"981",21600982,"DAL","PHX",43.75,32.31,0,198,10750,451,0.0420223243598161,0.0383333333333333,206.2
"982",21600983,"POR","WAS",44.44,62.5,1,249,17328,445,0.025607353906763,0.0316666666666667,212.2
"983",21600984,"DEN","SAC",46.15,38.46,0,197,4642,442,0.0242941562705187,0.0283333333333333,208.9
"984",21600985,"BOS","CHI",62.12,47.69,2,180,21697,538,0.179908076165463,0.12,206.9
"985",21600986,"BKN","NYK",17.19,39.39,1,232,16531,699,0.0584372948128693,0.0466666666666667,211.1
"986",21600987,"MIA","IND",48.48,50.77,1,200,15231,458,0.124753775443204,0.095,209
"987",21600988,"PHX","POR",33.33,43.75,0,211,7398,441,0.0282337491792515,0.0333333333333333,209.5
"988",21600989,"CLE","HOU",67.19,68.18,3,229,33710,576,0.0820748522652659,0.0933333333333333,223.3
"989",21600990,"LAL","PHI",30.77,35.38,0,234,16709,555,0.151017728168089,0.146666666666667,217.9
"990",21600991,"CHI","CHA",46.97,43.94,2,224,13419,483,0.131976362442548,0.0816666666666667,211.1
"992",21600993,"MIL","MEM",49.23,54.55,2,206,6879,385,0.0210111621799081,0.03,205.8
"993",21600994,"ATL","SAS",56.06,78.46,2,206,16986,468,0.0577806959947472,0.0733333333333333,206.1
"994",21600995,"MIN","WAS",41.54,63.08,1,223,12244,426,0.0216677609980302,0.0266666666666667,216.1
"995",21600996,"LAC","UTA",60.61,62.12,2,222,13101,478,0.0334865397242285,0.0333333333333333,213.1
"996",21600997,"ORL","SAC",35.82,37.88,0,235,5698,451,0.0295469468154957,0.04,202.3
"998",21600999,"CLE","DET",66.15,50,2,224,20246,501,0.0695994747209455,0.065,214.7
"999",21601000,"BKN","OKC",18.46,56.06,1,226,19379,495,0.0656598818122127,0.055,214.5
"1000",21601001,"NYK","IND",38.81,51.52,2,168,11284,631,0.06172028890348,0.0516666666666667,210.1
"1001",21601002,"NOP","POR",39.39,44.62,2,177,11618,427,0.0262639527248851,0.0316666666666667,217.3
"1002",21601003,"GSW","PHI",78.79,36.36,3,210,34599,543,0.0820748522652659,0.118333333333333,223.3
"1003",21601004,"DAL","WAS",42.42,62.12,1,219,13848,455,0.0393959290873276,0.0366666666666667,208.9
"1004",21601005,"IND","CHA",50.75,43.28,2,175,4995,407,0.0328299409061064,0.0333333333333333,213.8
"1006",21601007,"NOP","MIA",40.3,47.76,2,232,10656,457,0.113591595535128,0.09,215.1
"1007",21601008,"UTA","DET",62.69,49.25,1,180,4226,442,0.0203545633617859,0.025,207.9
"1008",21601009,"CHI","MEM",47.76,55.22,2,189,8691,487,0.13263296126067,0.0816666666666667,202.2
"1009",21601010,"HOU","LAL",68.66,29.85,1,239,9185,667,0.166119500984898,0.163333333333333,220.5
"1010",21601011,"POR","SAS",43.94,78.79,1,216,17515,482,0.0630334865397242,0.0733333333333333,208.3
"1011",21601012,"PHX","SAC",32.84,38.81,0,208,6064,458,0.0242941562705187,0.03,202.8
"1012",21601013,"LAC","MIL",59.7,48.48,2,193,15238,436,0.0347997373604727,0.0366666666666667,215.5
"1013",21601014,"CLE","UTA",66.67,63.24,4,174,26869,501,0.0650032829940906,0.0633333333333333,215
"1014",21601015,"OKC","TOR",56.72,58.21,2,225,16353,472,0.06172028890348,0.0666666666666667,219.6
"1015",21601016,"BKN","NYK",18.18,39.71,1,231,12912,699,0.0584372948128693,0.0466666666666667,211.1
"1016",21601017,"ATL","MEM",55.22,55.88,2,194,6019,415,0.0223243598161523,0.0333333333333333,202.7
"1017",21601018,"DEN","LAC",47.76,58.82,0,243,10785,459,0.0380827314510834,0.035,219
"1018",21601019,"GSW","ORL",79.1,35.29,3,214,20637,570,0.0899540380827314,0.118333333333333,216.9
"1020",21601021,"CHI","WAS",47.06,61.19,2,219,15554,503,0.130663164806303,0.08,209.5
"1022",21601023,"TOR","DET",57.35,48.53,1,162,7728,471,0.0269205515430072,0.0383333333333333,215.5
"1023",21601024,"NOP","HOU",39.71,69.12,3,240,15837,500,0.0354563361785949,0.055,224.1
"1024",21601025,"MIA","MIN",48.53,41.79,0,228,10845,457,0.114904793171372,0.09,212.9
"1025",21601026,"ORL","PHX",34.78,32.35,0,212,7734,429,0.0302035456336179,0.04,207.3
"1026",21601027,"LAL","MIL",29.41,49.25,1,210,14126,550,0.150361129349967,0.136666666666667,214.6
"1027",21601028,"SAC","OKC",39.71,57.35,1,204,15023,462,0.0590938936309915,0.0566666666666667,206.8
"1028",21601029,"ATL","POR",54.41,44.78,1,210,11927,432,0.0262639527248851,0.0366666666666667,209
"1029",21601030,"WAS","CHA",61.76,42.65,2,191,12870,424,0.0210111621799081,0.0283333333333333,214.8
"1030",21601031,"CLE","LAC",67.16,57.97,3,186,24411,537,0.082731451083388,0.0733333333333333,219.9
"1031",21601032,"CHI","UTA",46.38,62.32,2,181,9467,502,0.128693368351937,0.0783333333333333,207
"1032",21601033,"SAS","MEM",77.61,56.52,2,200,15514,465,0.0590938936309915,0.07,202
"1034",21601035,"GSW","MIL",79.41,50,4,209,27168,538,0.0814182534471438,0.108333333333333,220
"1036",21601037,"BOS","PHI",63.77,36.76,0,204,15867,441,0.0689428759028234,0.0783333333333333,213.8
"1037",21601038,"PHX","DET",31.88,47.83,0,207,8795,439,0.0249507550886408,0.0283333333333333,207.7
"1038",21601039,"NOP","MIN",40.58,41.18,2,232,11856,408,0.0223243598161523,0.0266666666666667,221.2
"1039",21601040,"IND","TOR",51.47,57.97,2,207,7543,455,0.036112934996717,0.0433333333333333,217.3
"1040",21601041,"MIA","POR",49.28,45.59,0,219,11244,476,0.118844386080105,0.095,209
"1042",21601043,"CLE","LAL",66.18,28.99,3,245,26959,651,0.198292843072882,0.173333333333333,219
"1044",21601045,"ORL","PHI",35.71,37.68,0,221,11759,395,0.0275771503611294,0.05,213.2
"1046",21601047,"BOS","WAS",62.86,60.87,2,212,13865,479,0.0689428759028234,0.0666666666666667,210.6
"1048",21601049,"GSW","OKC",79.71,57.97,4,206,38497,581,0.119500984898227,0.135,221.4
"1049",21601050,"LAC","NYK",58.57,39.13,2,219,12405,683,0.0656598818122127,0.055,213.5
"1050",21601051,"CHI","TOR",47.14,58.57,2,242,24853,531,0.135259356533158,0.0916666666666667,214.6
"1051",21601052,"BKN","DET",18.84,48.57,0,194,8052,494,0.03086014445174,0.0266666666666667,210.4
"1052",21601053,"MIA","PHX",48.57,31.43,0,209,6735,471,0.115561391989494,0.0916666666666667,207.3
"1053",21601054,"NOP","MEM",41.43,57.14,3,177,7692,410,0.0223243598161523,0.0283333333333333,211
"1054",21601055,"DAL","GSW",43.48,80,3,199,22446,592,0.10177281680893,0.116666666666667,215.8
"1055",21601056,"MIN","SAS",40.58,76.81,1,193,16047,463,0.0590938936309915,0.0683333333333333,212.2
"1057",21601058,"LAC","LAL",59.15,28.57,1,242,9467,628,0.16677609980302,0.143333333333333,217.1
"1058",21601059,"ORL","CHA",36.62,44.29,1,211,7160,413,0.0288903479973736,0.04,211.6
"1059",21601060,"BOS","IND",63.38,51.43,2,209,13317,462,0.0807616546290217,0.0716666666666667,209.6
"1060",21601061,"CHI","DET",46.48,47.89,1,212,6898,502,0.133289560078792,0.08,206.7
"1061",21601062,"PHI","OKC",37.14,57.14,1,219,10737,406,0.0571240971766251,0.0666666666666667,217.7
"1062",21601063,"ATL","WAS",52.86,60,1,204,9296,431,0.0203545633617859,0.0316666666666667,210
"1063",21601064,"CLE","DEN",66.67,47.14,3,239,20252,482,0.0695994747209455,0.065,220.9
"1064",21601065,"MIL","SAC",50,38.57,1,214,6407,419,0.0210111621799081,0.03,205.4
"1065",21601066,"NYK","UTA",38.57,60.56,2,209,10341,647,0.0479317137229153,0.045,208.6
"1066",21601067,"BKN","PHX",20,30.99,0,224,7114,491,0.03086014445174,0.0283333333333333,210.5
"1067",21601068,"MIA","TOR",49.3,59.15,1,185,12977,503,0.117531188443861,0.101666666666667,215.1
"1068",21601069,"DAL","LAC",42.86,59.72,1,192,16066,490,0.0551543007222587,0.045,211.3
"1069",21601070,"SAS","MEM",77.14,56.34,2,187,13274,465,0.0590938936309915,0.07,202
"1070",21601071,"NYK","POR",38.03,45.71,1,205,7972,649,0.0558108995403808,0.0516666666666667,210.1
"1071",21601072,"BKN","WAS",21.13,60.56,1,237,6041,495,0.0282337491792515,0.0266666666666667,213.2
"1072",21601073,"CLE","CHA",65.71,45.07,4,217,24012,482,0.0682862770847012,0.0666666666666667,219.1
"1073",21601074,"ORL","DET",36.11,47.22,0,202,3033,432,0.0302035456336179,0.0383333333333333,207.2
"1074",21601075,"DEN","IND",47.89,50.7,1,242,7227,407,0.0341431385423506,0.0316666666666667,215.6
"1075",21601076,"BOS","PHX",63.89,30.56,1,250,16590,475,0.0715692711753119,0.0683333333333333,207.9
"1076",21601077,"CHI","PHI",47.22,36.62,1,224,7666,465,0.130663164806303,0.0916666666666667,212.7
"1077",21601078,"ATL","MIL",52.11,50.7,1,197,11969,388,0.0196979645436638,0.0333333333333333,209.9
"1078",21601079,"NOP","HOU",42.25,69.01,3,224,14684,500,0.0354563361785949,0.055,224.1
"1079",21601080,"LAL","MIN",28.17,40,0,249,14580,575,0.152987524622456,0.135,217.6
"1080",21601081,"GSW","SAC",80.28,38.03,3,214,21119,599,0.0840446487196323,0.108333333333333,212.4
"1081",21601082,"LAC","UTA",58.9,61.11,2,203,14202,478,0.0334865397242285,0.0333333333333333,213.1
"1082",21601083,"CLE","WAS",66.2,61.11,4,242,35369,502,0.066973079448457,0.065,217.5
"1083",21601084,"DAL","TOR",43.66,59.72,1,180,10428,483,0.0439921208141825,0.0483333333333333,214
"1084",21601085,"NYK","SAS",37.5,77.46,1,204,14074,685,0.0873276428102429,0.0883333333333333,207.2
"1085",21601086,"MIN","POR",39.44,46.48,0,212,9721,427,0.0275771503611294,0.0316666666666667,215.1
"1087",21601088,"ATL","BKN",51.39,20.83,0,199,9788,482,0.0288903479973736,0.0316666666666667,210
"1088",21601089,"LAC","SAC",59.46,37.5,1,195,14415,497,0.0374261326329613,0.0366666666666667,207.9
"1090",21601091,"HOU","OKC",69.44,57.75,2,262,28523,518,0.072225869993434,0.0833333333333333,220.3
"1091",21601092,"IND","PHI",50,37.5,1,201,5775,389,0.0315167432698621,0.0433333333333333,215.4
"1092",21601093,"BOS","MIA",64.38,48.61,1,220,18792,510,0.162179908076165,0.13,207.4
"1093",21601094,"GSW","MEM",80.56,55.56,4,200,25033,565,0.0840446487196323,0.108333333333333,212.8
"1094",21601095,"NOP","DEN",41.67,48.61,2,205,6276,406,0.0229809586342745,0.0266666666666667,221.7
"1095",21601096,"LAL","POR",29.17,47.22,0,178,8899,594,0.156927117531188,0.14,213.7
"1096",21601097,"ORL","TOR",36.99,60.27,1,243,7078,461,0.0321733420879842,0.05,215.1
"1097",21601098,"NYK","DET",36.99,46.58,1,204,7226,647,0.0525279054497702,0.0466666666666667,208.3
"1098",21601099,"CLE","SAS",65.28,77.78,4,177,33443,539,0.104399212081418,0.106666666666667,213.6
"1100",21601101,"SAC","MEM",38.36,54.79,1,181,7393,446,0.0236375574523966,0.03,198.2
"1101",21601102,"NOP","UTA",42.47,60.27,3,208,8265,425,0.0183847669074196,0.025,215.8
"1103",21601104,"MIN","IND",38.89,50.68,1,229,11865,409,0.0334865397242285,0.0316666666666667,215.1
"1104",21601105,"BKN","PHI",21.92,36.99,0,207,7136,457,0.0282337491792515,0.0383333333333333,216.4
"1105",21601106,"ATL","PHX",50.68,29.73,0,186,4099,427,0.0229809586342745,0.0333333333333333,207.3
"1106",21601107,"MIA","DET",47.95,45.95,0,193,12359,474,0.115561391989494,0.09,207.2
"1107",21601108,"GSW","HOU",80.82,69.86,4,219,35802,655,0.0971766250820748,0.135,225.9
"1108",21601109,"DEN","POR",47.95,47.95,0,235,12940,425,0.0282337491792515,0.0316666666666667,215.6
"1109",21601110,"LAL","WAS",28.77,61.64,1,227,11295,593,0.151017728168089,0.135,214.7
"1110",21601111,"ATL","PHI",51.35,37.84,0,191,5626,393,0.0203545633617859,0.0433333333333333,213.2
"1111",21601112,"ORL","OKC",36.49,57.53,1,220,23770,433,0.0650032829940906,0.0666666666666667,211.3
"1112",21601113,"BOS","MIL",64.86,51.35,2,203,19070,436,0.0682862770847012,0.0683333333333333,210.5
"1114",21601115,"MIA","NYK",48.65,37.84,1,193,7074,679,0.143138542350624,0.11,207.9
"1116",21601117,"NOP","DAL",41.89,42.47,2,239,7633,437,0.0400525279054498,0.0366666666666667,214
"1117",21601118,"GSW","SAS",81.08,78.08,4,208,44200,618,0.119500984898227,0.148333333333333,216.2
"1119",21601120,"SAC","UTA",39.19,60.81,1,194,4512,461,0.0196979645436638,0.0266666666666667,203
"1120",21601121,"BKN","DET",21.62,45.33,0,179,10880,494,0.03086014445174,0.0266666666666667,210.4
"1121",21601122,"CLE","CHI",64.38,47.3,4,192,28741,561,0.177938279711096,0.118333333333333,213.8
"1123",21601124,"LAC","PHX",59.21,29.33,1,242,10009,475,0.0380827314510834,0.0366666666666667,212.9
"1124",21601125,"HOU","POR",68.92,48.65,1,224,16127,519,0.0407091267235719,0.06,218
"1125",21601126,"IND","TOR",49.33,60,2,211,10970,455,0.036112934996717,0.0433333333333333,217.3
"1126",21601127,"DEN","CHA",47.3,45.33,1,236,7254,404,0.0236375574523966,0.0283333333333333,218.2
"1127",21601128,"CLE","PHI",63.51,37.33,3,227,17345,464,0.066973079448457,0.0766666666666667,220.7
"1128",21601129,"BOS","ORL",64,36,1,233,15181,468,0.0768220617202889,0.0783333333333333,207.4
"1129",21601130,"MIL","DET",52,46.05,1,213,10946,400,0.0216677609980302,0.0283333333333333,210.3
"1130",21601131,"DAL","MEM",41.89,54.67,1,189,3138,439,0.041365725541694,0.0383333333333333,201.6
"1131",21601132,"NOP","SAC",42.67,38.67,2,206,4878,444,0.0223243598161523,0.0283333333333333,210.6
"1132",21601133,"MIA","NYK",49.33,37.33,0,192,10333,679,0.143138542350624,0.11,207.9
"1133",21601134,"UTA","WAS",61.33,61.33,2,183,9925,443,0.0177281680892974,0.025,210.7
"1134",21601135,"SAS","OKC",77.03,58.11,2,195,29918,481,0.0945502298095863,0.0966666666666667,210.6
"1136",21601137,"LAC","LAL",59.74,28,1,219,13781,628,0.16677609980302,0.143333333333333,217.1
"1137",21601138,"ATL","CHI",52,48,1,210,16209,490,0.131319763624425,0.085,206.3
"1138",21601139,"BKN","ORL",21.33,35.53,0,232,7717,484,0.036112934996717,0.0383333333333333,210
"1139",21601140,"MIN","SAC",40.54,38.16,0,240,9760,444,0.0236375574523966,0.0283333333333333,208.4
"1140",21601141,"PHX","POR",28.95,49.33,0,247,8759,441,0.0282337491792515,0.0333333333333333,209.5
"1141",21601142,"OKC","CHA",57.33,46.05,2,214,18937,424,0.0584372948128693,0.0566666666666667,216.1
"1144",21601145,"BOS","NYK",64.47,38.16,1,204,17959,683,0.0991464215364412,0.0866666666666667,208.5
"1145",21601146,"NOP","CHI",43.42,48.68,3,227,9681,485,0.131319763624425,0.08,214.6
"1146",21601147,"PHI","TOR",36.84,60.53,1,218,4922,434,0.0242941562705187,0.05,221.5
"1148",21601149,"DEN","MIA",46.67,48.68,0,229,9861,455,0.115561391989494,0.09,213.4
"1150",21601151,"SAS","UTA",77.33,61.84,2,212,17454,480,0.0551543007222587,0.0666666666666667,206.8
"1151",21601152,"GSW","WAS",81.58,60.53,4,254,25415,581,0.0820748522652659,0.106666666666667,220.1
"1152",21601153,"HOU","PHX",67.11,28.57,0,239,9775,514,0.0374261326329613,0.0566666666666667,216.3
"1153",21600940,"MIN","POR",40,50,0,219,16527,427,0.0275771503611294,0.0316666666666667,215.1
"1154",21601154,"BKN","PHI",23.38,36.36,0,259,6193,457,0.0282337491792515,0.0383333333333333,216.4
"1155",21601155,"WAS","CHA",59.74,46.75,2,229,6874,424,0.0210111621799081,0.0283333333333333,214.8
"1156",21601156,"CLE","ORL",64.47,35.06,3,224,18511,491,0.0748522652659225,0.0766666666666667,214.3
"1159",21601159,"MIL","OKC",51.95,56.58,2,189,15652,401,0.0564674983585029,0.0566666666666667,214.4
"1160",21601160,"CHI","NYK",49.35,37.66,2,191,8756,707,0.160866710439921,0.1,207.4
"1161",21601161,"SAS","MEM",77.63,54.55,2,184,16097,465,0.0590938936309915,0.07,202
"1162",21601162,"GSW","MIN",81.82,40.79,3,228,23792,563,0.0840446487196323,0.106666666666667,223
"1163",21601163,"DAL","SAC",42.11,38.96,0,185,3964,473,0.041365725541694,0.0383333333333333,201.2
"1164",21601164,"POR","UTA",49.35,61.04,1,193,5521,444,0.0236375574523966,0.03,209.7
"1165",21601165,"MIA","CHA",48.05,46.15,1,211,9183,455,0.11424819435325,0.0916666666666667,211.6
"1166",21601166,"TOR","DET",60.26,45.45,2,207,10095,471,0.0269205515430072,0.0383333333333333,215.5
"1167",21601167,"OKC","MEM",57.14,53.85,2,203,18141,428,0.0590938936309915,0.0566666666666667,207.2
"1168",21601168,"DEN","HOU",48.05,67.53,1,214,9611,498,0.0374261326329613,0.055,222.4
"1169",21601169,"BOS","CLE",64.94,64.94,4,205,32003,537,0.116217990807617,0.105,214.9
"1170",21601170,"LAL","SAS",28.57,77.92,1,197,14455,630,0.188443860801051,0.176666666666667,210.8
"1171",21601171,"GSW","PHX",82.05,28.21,3,231,24861,577,0.0847012475377544,0.108333333333333,217.4
"1172",21601172,"DAL","LAC",41.56,60.26,1,213,7353,490,0.0551543007222587,0.045,211.3
"1173",21601173,"CHI","PHI",48.72,35.9,1,192,8207,465,0.130663164806303,0.0916666666666667,212.7
"1175",21601175,"MIL","IND",51.28,48.72,2,193,9587,384,0.03086014445174,0.0333333333333333,212.1
"1176",21601176,"NYK","WAS",38.46,60.26,2,209,10660,648,0.0499015101772817,0.0466666666666667,211.1
"1177",21601177,"ATL","BOS",50.65,64.1,2,239,15080,466,0.0695994747209455,0.0716666666666667,207.4
"1178",21601178,"MIN","POR",40.26,48.72,0,203,11324,427,0.0275771503611294,0.0316666666666667,215.1
"1179",21601179,"ATL","CLE",51.28,65.38,3,214,24752,489,0.0676296782665791,0.07,214.3
"1180",21601180,"MIA","TOR",48.72,60.76,2,190,15349,503,0.117531188443861,0.101666666666667,215.1
"1181",21601181,"NYK","MEM",37.97,53.16,2,189,4844,632,0.0518713066316481,0.0483333333333333,203.8
"1182",21601182,"HOU","DET",67.95,44.87,1,223,10359,517,0.0374261326329613,0.055,216.2
"1183",21601183,"DAL","SAS",41.03,76.92,1,191,9287,492,0.0768220617202889,0.0783333333333333,205
"1184",21601184,"NOP","DEN",42.31,47.44,2,228,4993,406,0.0229809586342745,0.0266666666666667,221.7
"1185",21601185,"MIN","UTA",39.74,61.54,1,233,8651,425,0.0196979645436638,0.025,213.6
"1186",21601186,"PHX","OKC",27.85,57.69,1,219,18190,440,0.0597504924491136,0.0566666666666667,211.8
"1187",21601187,"LAL","SAC",29.49,39.74,0,192,10152,611,0.152987524622456,0.136666666666667,207
"1188",21601188,"CHI","BKN",49.37,24.05,1,213,17173,554,0.139198949441891,0.08,209.5
"1190",21601190,"ORL","IND",35.44,49.37,1,239,6374,416,0.0393959290873276,0.0433333333333333,209
"1191",21601191,"MIL","PHI",50.63,35.44,1,172,7023,363,0.0190413657255417,0.04,216.3
"1193",21601193,"LAC","SAS",60.76,77.22,2,185,18142,516,0.0728824688115561,0.0766666666666667,211.7
"1194",21601194,"POR","UTA",49.37,62.03,1,187,11391,444,0.0236375574523966,0.03,209.7
"1195",21601195,"NOP","GSW",41.77,82.28,6,224,26725,563,0.082731451083388,0.106666666666667,225.2
"1196",21601196,"NYK","TOR",37.5,61.25,3,207,13009,676,0.0544977019041366,0.0583333333333333,216.2
"1197",21601197,"ATL","CLE",51.9,64.56,4,251,39763,489,0.0676296782665791,0.07,214.3
"1198",21601198,"DEN","OKC",48.1,56.96,1,211,38604,424,0.0597504924491136,0.055,217.9
"1199",21601199,"DAL","PHX",40.51,28.75,0,235,4850,451,0.0420223243598161,0.0383333333333333,206.2
